,id,label_1,label_2,label_3,label_4,label_5,label_6,count_6,count_5,count_4,count_3,count_2,count_1,average
33810,VirusShare_e71711b85f36cb2ff9ba89eefbf4f19e,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
33866,VirusShare_7e3af09f591bbc837860c38a2497b073,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
33941,VirusShare_c2c93fe1edbb1684006a92d8e8f67a8c,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
34471,VirusShare_488b782d0f367373b9a2219fb661a33c,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
34476,VirusShare_8fb8ecb4bf078a6d8933acb0946b0d7f,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
34566,VirusShare_d4ef4bc87150a5783cb7043a30e6641f,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
34674,VirusShare_3a4fe2da0726b7b8186f1e9f9291528d,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
34924,VirusShare_10e7ec593608f54780151da7ef2e8a97,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
34936,VirusShare_a858431bcef59f283a3d8ec413e794cc,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
35153,VirusShare_10f5662c3899fb2e8e3a35f403ea12fd,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
35715,VirusShare_98947fd43abe54a6dbe127abfcbac7a2,2,0,4,0,0,4,0,0,0,0,0,0,7.566999999999998
35786,VirusShare_9a848ef6bccaf425fe39a5f28466aa35,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
35947,VirusShare_677074256b8d89346e63eedcf09e4a13,2,0,4,0,0,4,0,0,0,0,0,0,7.566999999999998
35969,VirusShare_4f5b5d38470fc3835e034f499f39ce02,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
36566,VirusShare_fb8aff5d61b3310cd6226a6abc31b7ca,2,1,1,1,1,4,0,0,0,0,0,0,7.566999999999998
36642,VirusShare_1b04b41f2abeb639dd731e05f7e91dee,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
37038,VirusShare_5169c318eaf378c496698704acccb4fa,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
66253,VirusShare_ddafd2f0d109af3d40a8450cc1da2374,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
66746,VirusShare_055602de6f66624759ee9bfffb349c46,2,1,2,1,0,4,0,0,0,0,0,0,7.566999999999998
67065,VirusShare_a482ef71e32bb3e956fd8935d9a0aff1,2,1,2,0,1,4,0,0,0,0,0,0,7.566999999999998
67179,VirusShare_694c5deb802a278371387a7a6972b8c9,3,0,1,1,1,4,0,0,0,0,0,0,7.566999999999998
67299,VirusShare_019dfdcdaca745b9249072359514ba92,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
67678,VirusShare_8209965ca11abb9b3bd7b65130137473,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
67839,VirusShare_b0744b518b0c176c2b02c06683698239,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
67902,VirusShare_707689c4185a88f3bc3ac96dea6fe1e7,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
68003,VirusShare_03472c91bee3eb8a7824d63e438aed37,2,1,2,1,0,4,0,0,0,0,0,0,7.566999999999998
68038,VirusShare_0f094603132aa03f922fc0bad19be42c,2,1,2,1,0,4,0,0,0,0,0,0,7.566999999999998
68089,VirusShare_17053b56318038972e92e04cc9cfa0bd,3,1,1,1,0,4,0,0,0,0,0,0,7.566999999999998
68161,VirusShare_6997255a6c6bd1f2be3832a4885f095b,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
68200,VirusShare_871120ac660a33bbc0b5837d5ffae6e0,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
68519,VirusShare_f3e583f62a731081f3af4afec32e54c9,2,1,2,0,1,4,0,0,0,0,0,0,7.566999999999998
68751,VirusShare_6534fa3686c4868d93b08256ed592920,2,1,2,1,0,4,0,0,0,0,0,0,7.566999999999998
68855,VirusShare_77fa68817d7f383e1d63217f52ab4e7a,2,1,2,0,1,4,0,0,0,0,0,0,7.566999999999998
68962,VirusShare_193c11e0abe86c14764f86f717247f30,3,0,1,0,2,4,0,0,0,0,0,0,7.566999999999998
69006,VirusShare_7e34f49ce7ee7d7cfd718a075310b2e2,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
69340,VirusShare_52ce5d68de7707ca1ecc4ab12c25e5a7,1,2,2,1,0,4,0,0,0,0,0,0,7.566999999999998
69382,VirusShare_bcc76c645fbc1d8d862efae83e95ac64,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
69395,VirusShare_66f3ca60fcf11ebdc3987007264b7b9b,3,1,1,0,1,4,0,0,0,0,0,0,7.566999999999998
69441,VirusShare_3e13662ee2da1fb7f15528df072aa5e0,3,1,1,0,1,4,0,0,0,0,0,0,7.566999999999998
69701,VirusShare_ecd8f2f81c3f942b4d83eb6352b621ba,2,0,2,2,0,4,0,0,0,0,0,0,7.566999999999998
69791,VirusShare_4109d22c21f5a9ff4b2d0f7ad6425b3d,3,1,1,1,0,4,0,0,0,0,0,0,7.566999999999998
69831,VirusShare_df3517c4baedd17a5d81d6cf0de3caa7,3,1,1,0,1,4,0,0,0,0,0,0,7.566999999999998
70094,VirusShare_febc64fd67bd6004b16ce5873f0e4d8e,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
70206,VirusShare_d70676136845d00f8cefdbf124cc8bd1,1,2,2,1,0,4,0,0,0,0,0,0,7.566999999999998
70262,VirusShare_eb4a82682f0a756404283f933d6de7df,3,0,1,1,1,4,0,0,0,0,0,0,7.566999999999998
70283,VirusShare_047ff779138e0f747cade325cc1257d3,2,1,2,0,1,4,0,0,0,0,0,0,7.566999999999998
70442,VirusShare_1713f079d4edb0572ef8f4a69f1679ac,2,1,2,1,0,4,0,0,0,0,0,0,7.566999999999998
70470,VirusShare_353d68fe3859cae9ce66e7cbd641668d,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
70583,VirusShare_8cebb714fd6285f27e0e4a1baa8c84ca,2,1,2,0,1,4,0,0,0,0,0,0,7.566999999999998
70963,VirusShare_5a5dfcfe9f88f8b2b2c72df3c015e397,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
71155,VirusShare_36e724f6bb485fa6f68c9f836bab380d,2,0,4,0,0,4,0,0,0,0,0,0,7.566999999999998
71440,VirusShare_1fd7b47e1642620959967393382684cb,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
71828,VirusShare_ec5495c3f39aca27261813bd7167d8c4,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
72452,VirusShare_685f17708f13ff1ff8d7492c002e90ed,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
72556,VirusShare_6f58e50d95b6574b16cc8ec08e69cd11,2,0,2,1,1,4,0,0,0,0,0,0,7.566999999999998
72755,VirusShare_fe193a9d1b5206e8f172a083e791e5d3,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
72836,VirusShare_3bcf29c48449c668b850c2b128bea774,2,0,2,0,2,4,0,0,0,0,0,0,7.566999999999998
37666,VirusShare_6f85829e6bf87abcd3afa95a9ba7b057,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
38441,VirusShare_26d4fdab199d81c522f95507e8949220,2,0,3,1,0,4,0,0,0,0,0,0,7.5329999999999995
72908,VirusShare_d5ef15a5f9d1a49fd3169e571410a8fb,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
73182,VirusShare_6eec6cc6a253e4e7640a8795b95bcc78,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
73752,VirusShare_0029159e72b70bb52a99dfebb7080936,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
74600,VirusShare_bb8fee5bd3f54ffbcfc6d88f397dc9a1,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
74638,VirusShare_df129ae61d3fb0130d3a751dff45460e,2,0,1,1,2,4,0,0,0,0,0,0,7.5329999999999995
37911,VirusShare_7f0f5143f3cb77539d3009b49909ee73,3,0,1,1,1,4,0,0,0,0,0,0,7.5
37634,VirusShare_2cf26bce194f2c39ef8f5e54ccb81a72,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
37726,VirusShare_8112a3c41a744239502f7f97d6113d01,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
37980,VirusShare_7cf1f284a61a1d77209950c3b5020aab,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
38115,VirusShare_a0dd45177e1a46117ded76202e612b43,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
38129,VirusShare_2f3427db77d7859debf74f36f73a8510,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
38215,VirusShare_ec70b52042b3f48b990ff6d64d50be88,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
38385,VirusShare_78e32eb3ed7961bb42e24076599cad96,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
72990,VirusShare_0d8e84e8210cb9233d1c9eb81ecde9e6,3,0,2,0,1,4,0,0,0,0,0,0,7.432999999999999
73008,VirusShare_39ff95fe1dfa90f05b50376cdf0a6a29,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
73257,VirusShare_eeab985bd235f5e20e63845f3858ff51,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
73609,VirusShare_77329149d3669ce3a79ba4359da58852,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
73630,VirusShare_b043bf261484294a814b7f2e298e2286,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
73963,VirusShare_3d6a0148c4330d407c22433188e22d0b,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
74002,VirusShare_4ad053dc24fb0bc35d62a44283d9ded1,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
74533,VirusShare_c9133ffed20f8ab3ae2d9ce94512908a,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
74714,VirusShare_98520bc4ea00c4566e46d533e2f263d0,2,0,2,1,1,4,0,0,0,0,0,0,7.432999999999999
31877,VirusShare_c7b93e4c44bc48cd4083c36015e4880d,3,0,0,0,2,4,0,0,0,0,0,0,6.9670000000000005
67710,VirusShare_1c66568c6902d8b96d23b6eac0c2782c,2,0,0,2,1,4,0,0,0,0,0,0,6.9670000000000005
17592,VirusShare_cdb8ae1b71352b695cebeb2975ead4c8,3,0,1,0,1,4,0,0,0,0,0,0,6.934
17896,VirusShare_ffe5189522ccd9be064e3e4bb9589232,3,0,1,0,1,4,0,0,0,0,0,0,6.934
24626,VirusShare_a6e4eded23f798d25ab69cb6ee5738a8,3,0,1,0,1,4,0,0,0,0,0,0,6.934
28314,VirusShare_f50dd37fd97e7c99c494826e3bb59fb4,2,1,1,0,1,4,0,0,0,0,0,0,6.934
52764,VirusShare_4f55f537289b0a38f776b317f8d46a7a,2,0,1,1,1,4,0,0,0,0,0,0,6.934
52905,VirusShare_185a36d8c90190f43013e7d16909b6b5,2,1,1,0,1,4,0,0,0,0,0,0,6.934
53576,VirusShare_90f36c2d66d734ab0bc52ac83db805d3,2,1,1,0,1,4,0,0,0,0,0,0,6.934
54084,VirusShare_8af6c9bd7486cf66ca27079873812f20,2,0,1,1,1,4,0,0,0,0,0,0,6.934
54664,VirusShare_705e48fbeaeeb4ff9c81a56e27e66f29,1,2,1,0,1,4,0,0,0,0,0,0,6.934
65159,VirusShare_e2c59d6b1583f2cb10fc858876078c84,2,1,1,0,1,4,0,0,0,0,0,0,6.934
65224,VirusShare_2af2fac2401cd410ea96ec1bdbcccab5,3,0,1,0,1,4,0,0,0,0,0,0,6.934
65404,VirusShare_3a76f2ed83cc7a2374473fae9c42b253,3,0,1,0,1,4,0,0,0,0,0,0,6.934
65598,VirusShare_0c4e80b43418fa7bf6b6d5c8ed63d5f6,2,0,1,1,1,4,0,0,0,0,0,0,6.934
31118,VirusShare_6af41adc3a13bba568f0a32a05ba3722,2,0,1,1,1,4,0,0,0,0,0,0,6.8
31184,VirusShare_6cca1a3ea4f5df7a220ca906fa94de5d,2,0,1,0,2,4,0,0,0,0,0,0,6.8
31669,VirusShare_f4951230c30b01660251f22c0353b0cd,2,0,1,0,2,4,0,0,0,0,0,0,6.8
33207,VirusShare_c86bb30661463464dfb7dd1b0f15d6ec,3,0,1,1,0,4,0,0,0,0,0,0,6.8
34121,VirusShare_2e0470c470e421999b4b1b0bf72b0b10,2,0,1,1,1,4,0,0,0,0,0,0,6.8
34237,VirusShare_61f0df06983b5bdfb6c2e5b8dc2666d9,2,0,1,1,1,4,0,0,0,0,0,0,6.8
34480,VirusShare_92497f8a0d5091c02227f5d660fecb4d,2,0,1,0,2,4,0,0,0,0,0,0,6.8
34663,VirusShare_4184ccab5a2de198bc648a664f17b37e,2,0,1,1,1,4,0,0,0,0,0,0,6.8
35021,VirusShare_6d761c5fcb46492c5f16891eda836e88,2,0,3,0,0,4,0,0,0,0,0,0,6.8
35136,VirusShare_ed4bb4a61bbae399ea7cb80e6ca76cb6,2,0,1,1,1,4,0,0,0,0,0,0,6.8
35193,VirusShare_6ed092af8a8ac8669ec38edf712c2546,2,0,1,1,1,4,0,0,0,0,0,0,6.8
35717,VirusShare_60fbc9e0e2f078184574729f94c339f0,2,0,1,1,1,4,0,0,0,0,0,0,6.8
35908,VirusShare_4d5a03e1797d5b500618d8d933679c81,2,0,1,1,1,4,0,0,0,0,0,0,6.8
66085,VirusShare_ac5b906d2c1d6db663b758b907bfe811,2,0,1,1,1,4,0,0,0,0,0,0,6.8
66673,VirusShare_3a56f05ccf688d24944f6cc29e29bc90,2,0,1,1,1,4,0,0,0,0,0,0,6.8
67473,VirusShare_eaa3cafdc81bf78371cbb4bf52aa144e,2,0,1,1,1,4,0,0,0,0,0,0,6.8
67603,VirusShare_293b43dfe655b7e19c97a6139d643edf,2,0,1,0,2,4,0,0,0,0,0,0,6.8
68249,VirusShare_b267f34d438641d847072ea2ca6543d5,2,0,1,1,1,4,0,0,0,0,0,0,6.8
68313,VirusShare_681b583a315104caefebef8e5523a346,2,0,1,1,1,4,0,0,0,0,0,0,6.8
68399,VirusShare_01940b9be38dbf08d86e988cfbc37ddf,2,0,1,1,1,4,0,0,0,0,0,0,6.8
68468,VirusShare_54fcf660b46ab15893a4c614ac9bd0f0,2,0,1,0,2,4,0,0,0,0,0,0,6.8
68934,VirusShare_a83e34b72d2503bc79ee875050f00eec,2,0,1,1,1,4,0,0,0,0,0,0,6.8
69140,VirusShare_99d2c029c018e5bb8ca76a7c01692b92,2,0,1,1,1,4,0,0,0,0,0,0,6.8
69813,VirusShare_8d913cfc90ca2c5385be7a0974e5b7fe,2,0,1,1,1,4,0,0,0,0,0,0,6.8
69846,VirusShare_b3897ff385cd08a96bfebdb3e4299032,2,0,1,1,1,4,0,0,0,0,0,0,6.8
70237,VirusShare_73984fe52779845ad7d767905f25603f,2,0,1,1,1,4,0,0,0,0,0,0,6.8
70243,VirusShare_137414f33fa248afd8c0b996b312a197,2,1,1,0,1,4,0,0,0,0,0,0,6.8
70456,VirusShare_9bbd5e7bf72487c7357ce3447f162911,2,0,1,1,1,4,0,0,0,0,0,0,6.8
70681,VirusShare_bfa83093f6b805ea84f2e2512fb3f56b,2,0,1,1,1,4,0,0,0,0,0,0,6.8
70767,VirusShare_6557d2d20d786dcd32aa879e382c8899,2,0,1,1,1,4,0,0,0,0,0,0,6.8
71388,VirusShare_a8b7658469574c6a294c4b79ce285552,2,0,1,0,2,4,0,0,0,0,0,0,6.8
71966,VirusShare_f995a66ce01bb5a9bb294d6d3bc205b6,2,0,1,1,1,4,0,0,0,0,0,0,6.8
72408,VirusShare_0aa6e8e562383b67245a6bdc802f6846,2,0,1,0,2,4,0,0,0,0,0,0,6.8
72596,VirusShare_15f382426100ce3d45c38df81d3b296b,2,0,1,1,1,4,0,0,0,0,0,0,6.8
72781,VirusShare_b876f5c882d215fc65f1622b1d833dc3,2,0,1,1,1,4,0,0,0,0,0,0,6.8
36204,VirusShare_b51528890a490e326512d32b3f3add7d,3,0,1,0,1,4,0,0,0,0,0,0,6.767
15797,VirusShare_e0a29bfc8a6496695aaf3f88e289b721,3,0,2,0,0,4,0,0,0,0,0,0,6.734
17421,VirusShare_6aaf807a601a24c0f64eeccc7d557526,3,0,2,0,0,4,0,0,0,0,0,0,6.734
18768,VirusShare_61e23392ae50b8998ed457dc0b357367,3,0,2,0,0,4,0,0,0,0,0,0,6.734
19105,VirusShare_d9f5508497bf697219e1d927e167b637,3,0,2,0,0,4,0,0,0,0,0,0,6.734
22190,VirusShare_0dc6bf1918b2c96c6c8f35d81f7747a9,2,1,2,0,0,4,0,0,0,0,0,0,6.734
22432,VirusShare_01b78011f061cbce896218b79b152420,3,0,2,0,0,4,0,0,0,0,0,0,6.734
25791,VirusShare_b09d93988aadaaf97a5569cd2a981a39,3,0,2,0,0,4,0,0,0,0,0,0,6.734
28140,VirusShare_73f87f376598959e471959d7c75caab2,3,0,2,0,0,4,0,0,0,0,0,0,6.734
28234,VirusShare_f0fb79ea23e83f44b8ee4e975fd0ff24,2,1,2,0,0,4,0,0,0,0,0,0,6.734
58298,VirusShare_e6b9f695960f1b9099163b84887fe4b6,3,0,2,0,0,4,0,0,0,0,0,0,6.734
30813,VirusShare_30997b4ba2b200aae1db42bfe01e5df9,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
30825,VirusShare_7648888fb17b30d8f50dd8139aef44b0,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
30934,VirusShare_711b42e1e2a196b0a3c9f78f55c976cb,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
31019,VirusShare_7f1d3b8fe1ca7d715aaf25daaca061c0,3,0,1,1,0,4,0,0,0,0,0,0,6.699999999999998
31080,VirusShare_731192e8c30afebb9839e5c290e71758,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
31100,VirusShare_f24cbee88a0a3dae266fe54a74743731,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
31111,VirusShare_94ee82442cf899818a7ca177e016770b,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
31255,VirusShare_4d695b50d0818f20892f9bf038e6dde1,3,0,1,1,0,4,0,0,0,0,0,0,6.699999999999998
31263,VirusShare_a733f33bef83dffc4de93c9d10b91f58,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
31932,VirusShare_d2ce9de18f5bb84afddfe77d4b20e1e9,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
32098,VirusShare_fd5a238068d50fd71d97e9e98bf76db2,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
32125,VirusShare_4536e122a750e06886510438c28ef160,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
32514,VirusShare_b1c30ead0edea5095e6fbf12d38401de,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
32535,VirusShare_05cb732360b835fca57da8ea4989ff90,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
32747,VirusShare_938dadbd0cec5d1d79ffb8db6474d4c3,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
32836,VirusShare_9acf584142a2d8e688ca609996cb6c3d,3,0,1,1,0,4,0,0,0,0,0,0,6.699999999999998
32995,VirusShare_ae4f30901fe5cefc925362b370bf6690,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
33212,VirusShare_a33abb76482688eaf6b117f5afa6df65,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
33220,VirusShare_4aeeba45b9054148f1d89492fccd1d83,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
33290,VirusShare_70a0623e144102c9a4cccc9cc34d8fe6,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
33946,VirusShare_80281149d8ed2496cf539ba3c396594c,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
34339,VirusShare_9c3a8cdb049522f5c84b27e8ecd489fc,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
34637,VirusShare_c304f64620d5b0b6ed883d1dc0c9fbd2,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
34745,VirusShare_99c15e51347ad152a4c9af77c2935c33,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
34863,VirusShare_d95b2eea21414c983352aeda451b8113,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
35233,VirusShare_109b8c531920520705f4ede9e9d8b0d4,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
35278,VirusShare_7f53c933977f26147aaa9481d2934fd8,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
35576,VirusShare_bb6562ad2854b1ce8f5cc7bba78d9a5b,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
36077,VirusShare_3e473150d95a9ee3b1278d20fb719d73,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
36108,VirusShare_ec952c922d60e9c0980dc465df8d9b34,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
36113,VirusShare_4559e3909eb5da265f432dfbbf7b5752,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
36220,VirusShare_7ec4404b0a3fbf8374b33e071568730a,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
36499,VirusShare_a4d99199145ee4ea537c07e1b9ac8c46,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
36704,VirusShare_52b97d8449c1c09de8fd72338cd9f8e7,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
36928,VirusShare_a3327c2c80d738825cbb15b261fca78f,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
36968,VirusShare_9355fbfbd03bb24773365808acbc933c,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
37052,VirusShare_f947641f554b0f7f858737b3b91ed4a9,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
37058,VirusShare_4ca33bf283409cb9a14859c17e4836f5,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
37219,VirusShare_8afaa3842714f51f89ee999da5288532,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
66989,VirusShare_77134eb9c650f8e86df1ac46b267c3c3,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
67050,VirusShare_28bd3f23caece3fa66aa31ec90ee65e3,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
67993,VirusShare_38217cedbc58fe8356e955c42eaad3e8,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
68172,VirusShare_52734903b72f174c93262f374c383d0a,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
68396,VirusShare_541c84ba0af94c16cfe64786de85fe28,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
68828,VirusShare_9ed60d9793616edbb617186eb4ac7e6c,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
69123,VirusShare_e887b2d12d4302e1e6dd55cfc0114cfa,1,1,2,1,0,4,0,0,0,0,0,0,6.699999999999998
69635,VirusShare_273c172bedeee1cb6943c986d51720bc,2,0,2,0,1,4,0,0,0,0,0,0,6.699999999999998
69663,VirusShare_c1c1e930d577ad2d49aee866d05417cc,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
70134,VirusShare_7db6cb72b288b3f49553788b1f6f327c,2,0,2,1,0,4,0,0,0,0,0,0,6.699999999999998
70765,VirusShare_73b8ae23a6257ea038584f0c9cac7cae,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
71501,VirusShare_e5541310663bb7689c81ef8768723975,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
71695,VirusShare_4cb86056cad195e3d42b42019b894b0e,3,0,1,0,1,4,0,0,0,0,0,0,6.699999999999998
57890,VirusShare_43a986d047316d3766a91b35098a7639,1,2,0,0,1,4,0,0,0,0,0,0,6.234000000000001
32782,VirusShare_9dbc056632c49b8a59bb9082dd2bd588,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
33036,VirusShare_72e26a34f3b8265b97f9ea6ea1b0d602,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
33601,VirusShare_55d35848046725a1301561efc707011c,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
34332,VirusShare_1d320eee6abb3f4e112320509081e09e,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
35416,VirusShare_816b89dd8193e1d28c09be753f482502,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
67194,VirusShare_3a8cd1a8c42387ab5c4bf5467c162c18,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
68741,VirusShare_f7a0809c6079a8dbf5868aded5b311b3,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
68786,VirusShare_e068a2e7a05836b7a59a1882bdbf8c25,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
69451,VirusShare_297b5f7f0fd231034bb9017bb8b514c7,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
70892,VirusShare_f9de79a04f1fd8b3ce2426f2bd219fda,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
71121,VirusShare_7da6ad564750c7366fe2d4cf97d1fd0c,2,0,0,2,0,4,0,0,0,0,0,0,6.1000000000000005
71145,VirusShare_c1583270bb2e67469be2e62cdaf55256,2,0,0,1,1,4,0,0,0,0,0,0,6.1000000000000005
72234,VirusShare_db01d559575244da2ec62e4fb88d22dc,2,0,0,0,2,4,0,0,0,0,0,0,6.1000000000000005
15439,VirusShare_e6448fb9347574725b1589993075ca7e,2,0,1,0,1,4,0,0,0,0,0,0,6.067
15466,VirusShare_e040a1e0cf79d68f36477c0f801a090e,2,0,1,0,1,4,0,0,0,0,0,0,6.067
15627,VirusShare_a21bba15016ae260df2f215e24dc8925,2,0,1,0,1,4,0,0,0,0,0,0,6.067
16250,VirusShare_3220bfcbc2895575122c96cbcdaea852,2,0,1,0,1,4,0,0,0,0,0,0,6.067
16370,VirusShare_a85ee9b706eb2b1c3106d2b1d9940e9c,2,0,1,0,1,4,0,0,0,0,0,0,6.067
16664,VirusShare_6f6230d958943b2e9e38c6db2fbb744c,2,0,1,0,1,4,0,0,0,0,0,0,6.067
16792,VirusShare_daa3928804d44274b39ab59a0cfc27ff,2,0,1,0,1,4,0,0,0,0,0,0,6.067
17014,VirusShare_9ac1bb216a99157fb161973976611f46,2,0,1,0,1,4,0,0,0,0,0,0,6.067
17354,VirusShare_06fab32569207537a1da94896ac34107,2,0,1,0,1,4,0,0,0,0,0,0,6.067
18783,VirusShare_de2fc688c2dcffd8b650d1ed6fcbbb72,2,0,1,0,1,4,0,0,0,0,0,0,6.067
19593,VirusShare_141a6640b324eb6b3ebb7059c2a4983b,2,0,1,0,1,4,0,0,0,0,0,0,6.067
19687,VirusShare_3e9f4ebf6062acdf3d2f662d62b54f73,2,0,1,0,1,4,0,0,0,0,0,0,6.067
20011,VirusShare_df15d670235febd7224b188212ba3f39,2,0,1,0,1,4,0,0,0,0,0,0,6.067
21220,VirusShare_795b85998971ae634af27d1cfeabf793,2,0,1,0,1,4,0,0,0,0,0,0,6.067
23496,VirusShare_30094cc4c5f97a8cfea42801d88b0e8d,2,0,1,0,1,4,0,0,0,0,0,0,6.067
23586,VirusShare_44da33f053982fdcb6a98c73fc5ab193,2,0,1,0,1,4,0,0,0,0,0,0,6.067
24552,VirusShare_c6d6230307bc22f39df7bdbc0bf44a02,2,0,1,0,1,4,0,0,0,0,0,0,6.067
